Bloomberg symbol,Primary Exchange,me,Industry me,Country,Country Premium,$/Local currency,Market Cap in $,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio
BNRI IN Equity     ,Bombay,BANRI AMMAN SUGARS LTD,Sugar,India,0.02,0.0221,61.3843191,-484.259553,2.199326846292621,2777.571,5412.901,5399.5109999999995,13.39,4043.93,2635.33,1421.99,3035.88,129,274.83,490.92,156.90044699999999,512.16,641.16,0.4291,226.91,0.64411,0.984,-0.0605,0.0024737197299562657,0.13873341853598342,4.086412832208183,0.07474274345494551,0.051682031898494005,12.240848794676303,1.95329854640328,0.91491462113127,10.998759472011733,19.646730706254775,1.334107489672986,1.7785653583145578,0.15957214888993593,0.03879900171367951,0.4868609272550893,0.9487894278850117,1.8532690103305929,2.4158755274261603
BASF IN Equity     ,Bombay,BASF INDIA LIMITED,Chemicals-Specialty,India,0.02,0.0221,95.56625650000001,82.88940000000008,264.6396253233647,4324.265,5643.5650000000005,5630.465,13.1,3504.6,1319.3,2198.4,5275.3,-97.8,554,768.3,399.48940000000005,414.4,316.6,0.2789,462.5,0.41707,0.868,0.1094,0.002321227805474022,0.30464864864864866,0.7925116411098766,0.08767273899114741,0.07572828085606506,9.349762162162163,1.9670055494905387,0.8197192576725495,7.328471951060784,10.163294223826716,1.604333797651875,1.0673260288514397,0.21038027656477437,0.11399001312560636,0.23377067509632649,0.3050923104851344,0.6001182678311499,3.9913544668587893
BATA IN Equity     ,Bombay,BATA INDIA LIMITED,Footwear&Related Apparel,India,0.02,0.0221,63.867276200000006,216.61,143.43864404479038,2889.922,3506.392,3490.622,15.77,3681.9,616.47,3081.2,6497.26,-36.78,-134.88,-3.8499999999999943,-92.446752,-314.71,-351.49,0.3146,-149.45147,0.7449899999999999,0.711,,0.004497500564683014,,,-0.016108328741654174,-0.014228575122436226,,0.9379209398935481,0.44479088107910103,,,0.948270667744823,0.5372452387621859,-0.0485043067635986,-0.025108436405116924,0.17581320057768784,0.2133171760345089,0.20007464624172402,-1.6217386076710352
BYR IN Equity     ,Bombay,BAYER INDIA LTD,Chemicals-Diversified,India,0.02,0.0221,87.76942070000001,134.694011,322.9659322356826,3971.467,5609.747,5533.517000000001,76.23,2443.09,1638.28,881.04,5770.63,44.18,500.89,625.99,345.564011,166.69,210.87,0.31010000000000004,396.71,0.59997,0.719,0.2271,0.013588848124523262,0.08177257946610875,0.6102197951394887,0.06874639337472685,0.05988323822528909,10.011008041138364,4.507703395986562,0.6882206968736516,8.839625233629931,11.047369681966103,2.2266909324738426,0.9589103789360954,0.4502746753836375,0.14144546905762787,0.2920416910067424,0.41251255518426816,1.8594842458912195,2.7019635343618513
BRGR IN Equity     ,Bombay,BERGER PAINTS INDIA LIMITED,Coatings/Paint,India,0.02,0.0221,96.8967428,297.820324,439.3762066975918,4384.468,4901.358,4617.648,283.71,1900.06,516.89,1666.88,6233.09,-16.7,448.03,588.72,327.420324,46.3,29.6,0.2692,461.97,0.40879,0.768,0.1023,0.05788395787453191,0.1774357642271143,0.09040367329182655,0.07411572751235744,0.05252937531786,9.490806762343874,2.6303441159531578,0.7034180478703179,7.8435385242560125,10.306559828582909,2.2444479043122674,0.7408280644110706,0.2771465252447687,0.17232104459859163,0.10545852802427408,0.11789115577990306,0.3100943079285851,6.388564095251676
BEPL IN Equity     ,Bombay,BHANSALI ENGINEERNG POLYMER,Petrochemicals,India,0.02,0.0221,52.62653110000001,0,,2381.291,2381.291,2381.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29073,1.222,,0,,,,,,,,,,,,,,0,0,,
BEML IN Equity     ,Bombay,BHARAT EARTH MOVERS LIMITED,Engineering/R&D Services,India,0.02,0.0221,162.6927081,1971.03,2327.404397989121,7361.661,7696.601,5944.861,1751.74,4434.61,334.94,5851.41,15482.92,-70.88,-89.22,103.84,-61.490424000000004,-1989.37,-2060.25,0.31079999999999997,378.7,0.6653100000000001,1.287,0.198,0.22759917007520594,0.11642461050963825,,0.024459210536513783,-0.003971500466320306,19.439294956429894,1.2581003552989793,0.47546980802070926,57.25020223420647,,1.2441263426737899,0.38396252128151537,0.06471944368964061,-0.013866027452244956,0.04351791134813927,0.04549788424107005,0.05724090432904206,-2.978964941569282
BHE IN Equity     ,Bombay,BHARAT ELECTRONICS LIMITED,Electronic Compo-Misc,India,0.02,0.0221,990.522,1216.5318399999996,2852.9627613226985,44820,45509.83,41822.24,3687.59,7726.65,689.83,10724.41,25800.39,438.91,3688.68,4288.4,2537.81184,882.37,1321.28,0.312,4094.39,0.37487000000000004,0.882,0.3914,0.08102842836371835,0.09921624466648268,0.5206374953314112,0.1586948879454923,0.09836331311270875,10.946685586863978,4.179250886528956,1.7371830425819146,9.752411155675778,11.337996247980309,3.9871099608909577,1.620992550887797,0.38178230783791367,0.3284491778455087,0.015157824144805638,0.01539112003569835,0.0643233520538659,25.943733295822195
BHFC IN Equity     ,Bombay,BHARAT FORGE LIMITED,Metal Processors&Fabrica,India,0.02,0.0221,597.785552,580.7603780000001,1065.8226136329788,27049.12,30896.56,30672.24,224.32,5818.38,3847.44,2195.26,5960.63,108.86,1063.58,1481.15,764.820378,75.2,184.06,0.2809,1132.69,0.44814,0.967,0.1153,0.007260355198119144,0.14422304425747556,0.24065781364418606,0.190028570805435,0.12831200359693523,23.88042624195499,12.321601997029964,4.537963268983312,20.708395503493907,28.838676921341133,5.113038873351315,5.1458050575190875,0.5159707733935843,0.13144902498633637,0.12452648450183453,0.1422390081451818,1.7526124468172333,2.6047069771998137
BHEL IN Equity     ,Bombay,BHARAT HEAVY ELECTRICALS,Power Conv/Supply Equip,India,0.02,0.0221,3055.3846700000004,5202.7638799999995,12399.329361670229,138252.7,143710.92,132516.5,11194.42,42300.5,5458.22,48036.7,71158.02,13.2,3688.22,5541.49,2043.27388,-3172.69,-3159.49,0.446,9562.21,0.41558,0.896,-0.09179999999999999,0.07789540279889656,0.10232780915708817,-1.5462880580649325,0.13437993356195124,0.02871459717400793,14.458237164839511,2.878064063518102,1.942896949634068,23.913514235341037,35.929662547245016,2.686440506874298,1.8622848134335384,0.1990605099850739,0.048303776078296945,0.037980551512717335,0.03948002462158062,0.11362604009018105,6.732785688207375
BPCL IN Equity     ,Bombay,BHARAT PETROLEUM CORP LTD,Oil Refining&Marketing,India,0.02,0.0221,3027.5895,13160.783888000002,26772.50536721707,136995,195154.94,189768.88,5386.06,103961.39,58159.94,51187.51,568183.6,6874.07,30812.92,38174.44,18993.083888,-1041.77,5832.3,0.3836,29502.71,0.47641,1.201,0.2439,0.027598891424424104,0.1415832647238169,0.30707493498119587,0.05192460676443319,0.03342772281354126,4.643471735308384,2.67633647348738,0.24111044387764802,4.971097938830275,6.158743799678836,1.7847232834419091,0.3339921814005192,0.5763654063266606,0.1826936316261258,0.2980193071207934,0.42454060367166685,1.1362135020828323,6.274636457864545
BTL IN Equity     ,Bombay,BHARTI TELECOM LIMITED,Telecommunication Equip,India,0.02,0.0221,58.451185,20.231681999999992,54.40972468748819,2644.85,2744.75,2723.54,21.21,1302.74,99.9,1224.05,730.74,139.53,97.38,112.29,73.901682,-85.86,53.67,0.24109999999999998,104.03,,,,0.007727479734037709,0.3249062770354705,0.7262351620088973,0.14236253660672743,0.1011326627801954,25.423916178025568,2.1607368980025328,3.619413197580535,24.254519547599966,27.96816594783323,2.0731523093772424,3.7270985576265154,0.08498835831869614,0.056727882770161345,0.03639675744603334,0.03777151823354822,0.08161431314080309,9
BHARTI IN Equity    ,Bombay,BHARTI TELEVENTURES,Telecom Services,India,0.02,0.0221,5191.60603,-26840.202135,-16242.17311931085,234914.3,271448.21,270789.93,658.28,72437,36533.91,36561.37,30499.41,24252.59,619.85,5420.9,619.85,3208.02,27460.61,0,-2506.71,0.5655,0.847,,0.0024250666453096157,,44.302024683391146,-0.0577840686098518,0.020323343959768404,,6.425205073004649,7.702257191204682,49.95294692763193,200,3.7136215908879473,8.878530109270963,-0.06856170871058716,0.008557090989411488,0.13458887792997423,0.15552016203355865,0.9992489340525259,0.19825303208638248
BHUS IN Equity     ,Bombay,BHUSHAN STEEL & STRIPS LTD,Steel-Producers,India,0.02,0.0221,81.4372845,0,,3684.945,3684.945,3684.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65852,0.932,,0,,,,,,,,,,,,,,0,0,,
BJUT IN Equity     ,Bombay,BIRLA CORP LIMITED,Bldg Prod-Cement/Aggreg,India,0.02,0.0221,94.62968060000001,228.67885,122.1061458770321,4281.886,6925.586,6783.356000000001,142.23,4863.63,2643.7,2362.16,9470.16,-13.78,169.25,494.01,104.96885000000002,-109.93,-123.71,0.37979999999999997,63.73,0.7141500000000001,1.17,,0.020536890307910404,0,-1.1785401097563701,0.006729558951485508,0.0110841685884927,67.18791777812648,1.8126993937751892,0.45214505351546336,13.731211918787071,40.078912850812415,1.3834957429892167,0.7162873700127559,0.02697954414603583,0.02158240861249725,0.38172943054927044,0.6174148494378411,1.1191875232837742,0.5368925263291461
BDE IN Equity     ,Bombay,BLUE DART EXPRESS,Transport-Services,India,0.02,0.0221,80.7558752,153.24776000000003,279.9682414458213,3654.112,4404.122,4328.252,75.87,1816.48,750.01,1142.34,3148.48,51.46,399.12,515.73,218.71776000000003,14.01,65.47,0.452,319.49,0.43394,0.706,,0.017227043210882895,0.16657798366146045,0.29933554549936864,0.10147436223193414,0.06946773046041266,11.437328241885504,3.198795454943362,1.1605955889826203,8.392476683535959,10.844487873321308,2.327329510925569,1.374711606870617,0.27968030533816557,0.12040746939135032,0.17029728059304441,0.20525096110901908,0.656555841518287,4.480466995958689
BLSTR IN Equity     ,Bombay,BLUE STAR LIMITED,Bldg Prod-Air&Heating,India,0.02,0.0221,55.4934536,403.77420500000005,459.26943240370986,2511.016,2638.996,2617.986,21.01,1221.07,127.98,1114.1,5868.8,-80.09,210.55,339.67,196.46420500000002,-127.22,-207.31,0.0669,273.32,0.40407,0.571,0.2615,0.007961361063070957,0.4412410361481048,-1.055204941785706,0.04657170119956379,0.03347604365458016,9.187092053270892,2.253851539359124,0.427858505997819,7.707439573703889,12.4340346710995,2.1246586371248233,0.44608540076335873,0.24532806749842925,0.16089512067285253,0.048495715794946256,0.05096741717296903,0.1148729916524549,3.76654740608229
BD IN Equity     ,Bombay,BOMBAY DYEING & MFG CO LTD,Textile-Products,India,0.02,0.0221,119.45664380000001,-369.9,282.23697911014654,5405.278,9243.578000000001,9212.678000000002,30.9,7341.1,3838.3,3533.7,8404.7,-279,-259.2,113.1,-249.76512,389.7,110.7,0.0364,335.3,0.65253,0.861,0.06860000000000001,0.003342861389821127,0.23173277661795408,,0.03989434483086844,-0.029717315311670846,16.12072174172383,1.5296369244701022,0.6431256320868085,81.45603890362511,,1.2538765599565926,1.0961340678429927,0.09488637971531257,-0.03402284671234556,0.41523963988836354,0.7101022371097286,1.0861986020318648,-1.4249587685541505
BRPL IN Equity     ,Bombay,BONGAIGAON REFINERY & PETRO,Oil Refining&Marketing,India,0.02,0.0221,317.72949,-1647.8122579999997,1426.2964915114528,14376.9,16154.44,15463.05,691.39,5313.76,1777.54,4227.61,17226.18,-286.3,1202.29,1529.69,697.0877419999999,2631.2,2344.9,0.4202,3077.1,0.58841,0.92,,0.04279875996939542,0,3.363852007026111,0.17862927242139578,0.0404667629155158,4.67222384712879,3.4007157708492506,0.8345959464025106,10.108616778562975,12.861331292782939,2.690097666169871,0.8976482307743213,0.7278580569163192,0.13118540205052542,0.11003414541141632,0.12363861472222802,0.42045978697183517,4.644198084054388
BRIT IN Equity     ,Bombay,BRITANNIA INDUSTRIES LTD,Food-Dairy Products,India,0.02,0.0221,372.47229500000003,876.7725680000001,1517.372125927392,16853.95,18398.46,18274.46,124,5332.16,1544.51,3911.65,12958.27,-108.08,1211.28,1471.83,815.312568,46.62,-61.46,0.32689999999999997,1473.31,0.25565,0.434,0.2939,0.006739694517910739,0.13798861067935467,-0.07538213246333768,0.11369650424014933,0.06291831918921276,11.439513747955285,4.308654915444889,1.3006327233496446,12.416148604118682,15.086899808467075,3.3720528723497845,1.4102546096045228,0.3766466836245574,0.1529047455440197,0.08394778693434125,0.09164083197114029,0.39484872112791275,10.953879544221378
BSES IN Equity     ,Bombay,BSES LIMITED,Electric-Integrated,India,0.02,0.0221,1574.982136,4638.35728,4405.70859286984,71266.16,77585.56,77082.56,503,31451.4,6319.4,25635,26774.8,-1663.6,1314.2,3912.3,1049.25728,-1925.5,-3589.1,0.2016,1526.4,0.45457000000000003,0.758,-0.1426,0.0064831651663015645,0.3859407756813417,-3.420610052855673,0.05700882919760372,0.039188239688064896,46.68904612159329,2.780033547883753,2.6616878557449546,19.70261994223347,58.6535991477705,2.42800866234384,2.878921971405949,0.05954359274429491,0.03336122652727701,0.08145072356247735,0.0886732216244007,0.24651453091476497,1.72128356254093
BBIL IN Equity     ,Bombay,BURR-BROWN (INDIA) LIMITED,Diversified Fin Serv,India,0.02,0.0221,84.90515020000001,0,,3841.862,3841.862,3841.862,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,0,0,,
BW IN Equity     ,Bombay,BURROUGHS WELLCOME (INDIA),Medical-Drugs,India,0.02,0.0221,163.7263914,411.540803,735.91,7408.434,7408.434,7245.664,162.77,1657.12,0,1819.89,1577.39,-9.6,314.01,329.78,207.340803,-194.6,-204.2,0.3397,531.71,0.47123,0.706,0.1426,0.021970905052268806,0.12830302232419927,-0.9848519782186818,0.33708214201941183,0.13144549096925934,13.933222997498635,4.070814170087203,4.69664065323097,21.971205045788103,23.07462819655425,4.070814170087203,4.593451207374207,0.29216601003357345,0.12512117589552957,0,0,0,
CDH IN Equity     ,Bombay,CADILA HEALTHCARE LTD,Medical-Drugs,India,0.02,0.0221,556.184291,560.5056999999999,893.3827961018701,25166.71,30096.65,30009.65,87,9412.94,4929.94,4570,10353,588,1847,2329,1372.5057,224,812,0.2569,1284,0.37841,0.767,,0.0028906871695022537,0.12694704049844235,0.5916186723304683,0.1240220226021443,0.13257082005215878,19.600241433021807,5.506938730853392,2.430861586013716,12.885208243881493,16.247780184082295,3.16808843003219,2.898642905438037,0.28096280087527353,0.14581052253599833,0.16380361269443608,0.19589131833282936,1.078761487964989,3.694
CBK IN Equity     ,Bombay,CARA BANK,Commer Banks Non-US,India,0.02,0.0221,1348.2768,10739.517938,8300.158718107337,61008,76030.47,19954.84,56075.63,3137.44,15022.47,44190.6,83726.95,14.01,13315.38,14428.18,10387.327938,-366.2,-352.19,0.21989999999999998,8037.32,0.5357999999999999,,,0.7375415409111636,0.2171893118601723,-0.0339057361144421,0.09599441995677617,0.12406194108348627,7.590589898125246,1.3805650975546837,0.7286542744002976,1.383046233135434,1.4986309065156236,1.2840149987156553,0.2383323410204242,0.1818784990473087,1,0.19758486301610392,0.2462377065302911,0.3399471833376329,
CSTRL IN Equity     ,Bombay,CASTROL (INDIA) LIMITED,Petrochemicals,India,0.02,0.0221,562.816943,2377.269197,3192.59,25466.83,25466.83,25336.2,130.63,3130.69,0,3261.32,11445.56,76.91,2243.17,2377.24,1489.689197,-964.49,-887.58,0.33590000000000003,2305.01,0.33759999999999996,0.541,-0.0067,0.005129417363684447,0.6578930243252741,-0.5958155578945238,0.2013890102362838,0.1301543303254712,11.048468336362966,7.808749218108005,2.225040102887059,10.657821675556526,11.294819385066669,7.808749218108005,2.2136269435484155,0.7067721045466253,0.47583414423018566,0,0,0,30.109664429530202
CENTDZ IN Equity    ,Bombay,CENTURION BANK LIMITED,Regiol Banks-Non US,India,0.02,0.0221,72.6146772,0,,3285.732,3285.732,3285.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64054,0.959,,0,,,,,,,,,,,,,,0,0,,
CENTD IN Equity     ,Bombay,CENTURION BANK LIMITED,Regiol Banks-Non US,India,0.02,0.0221,72.61469930000001,-72.91,255.15116706609973,3285.733,7995.033,5796.633,2198.4,4269.1,4709.3,1758.2,4635.32,-488.27,-213.8,366.82,-213.8,347.38,-140.89,0,216.85,0.64054,0.959,,0.2749707224472995,0,,0.0467820991862482,-0.04612410793645315,15.1521005303205,1.868805027869412,0.7088470698894576,15.802390818385039,,1.2361860069578663,1.250535669597784,0.12333636673871004,-0.050080813286172726,0.5890282128916792,1.4332570540576486,2.678477988852235,
CENT IN Equity     ,Bombay,CENTURY TEXTILES & INDS LTD,Diversified Operations,India,0.02,0.0221,247.68243500000003,1764.6640399999997,1207.2472434015992,11207.35,21662.15,21331.05,331.1,17965,10454.8,7841.3,21589,-592.1,1150.6,2504.9,1062.4640399999998,-110.1,-702.2,0.0766,906.3,0.60299,1.329,,0.015284724738772466,0.1533708485049101,-0.6609164861711461,0.04197971189031451,0.049213212284033525,12.36604876972305,1.4292719319500593,0.5191231645745519,8.515729170825185,18.539066573961417,1.1839763665480623,0.9880517856315718,0.11558032469105887,0.05914077595324241,0.48262984052829466,0.9328521015226614,1.3332993253669672,1.081390977443609
CENK IN Equity     ,Bombay,CENTURY ENKA LIMITED,Textile-Products,India,0.02,0.0221,91.82039490000001,5.886280000000056,319.42100000000005,4154.769,5161.169,5121.0689999999995,40.1,5879.9,1006.4,4913.6,7361.4,-51.1,745.3,1136.1,557.18628,602.4,551.3,0.25239999999999996,777,0.54268,1.127,0.5081,0.007769557633164115,0.22123552123552123,0.989435705416149,0.10555057461895835,0.07569026000489038,5.3471930501930505,0.8455651660696841,0.5643992990463771,4.507586480063375,6.87115121427613,0.8718190878378378,0.6956650908794523,0.15813253012048192,0.09476118301331656,0.19499458359143054,0.24222766656822556,0.20481927710843373,12.13843648208469
CESC IN Equity     ,Bombay,CESC LIMITED,Electric-Integrated,India,0.02,0.0221,169.96393960000003,3006.765776,-172.20885327522586,7690.676,39199.386,39035.736,163.65,49431.86,31508.71,18086.8,22162.18,-1995.26,4003.48,7230.74,3688.005776,2676.5,681.24,0.0788,76.23,0.86779,1.231,,0.004174810289120345,0,0.18471771504080198,0.003439643572969807,0.16640988278228946,100.88778696051423,0.4252093239268417,0.3470180280098799,5.398581058093639,9.750451107536442,0.790381750283443,1.7613671579239947,0.004214675896233718,0.07460786982322738,0.8038062126789435,4.097001355927619,1.7420831766813367,1.0122041560372268
CHMB IN Equity     ,Bombay,CHAMBAL FERTILIZERS & CHEM,Agricultural Chemicals,India,0.02,0.0221,183.48967000000002,2194.0382480000003,1253.5137915841892,8302.7,19953.57,19662.45,291.12,18279.64,11650.87,6919.89,19479.52,-977.36,2445.38,3860.11,1906.4182480000002,689.74,-287.62,0.22039999999999998,1146.34,0.44274,0.716,-0.0949,0.014589870384096681,0.526737268175236,-0.15086930703781218,0.05884847265230354,0.09786782466919103,7.242790097178848,1.1998312111897733,0.42622713496020437,5.093753804943383,8.040652168579117,1.0744616806205023,1.0093908884818517,0.16565870266723892,0.10429189240050679,0.5838990215785947,1.4032627940308573,1.6836784977795891,1.606889164876036
MRL IN Equity     ,Bombay,CHENI PETROLEUM CORP LTD,Oil Refining&Marketing,India,0.02,0.0221,277.68208,-9872.605313,-403.0195706751865,12564.8,32321.5,32242.67,78.83,32630.67,19756.7,12952.8,80534.97,9476.41,5586.41,6606.6,3467.484687,3863.68,13340.09,0.37929999999999997,4879.59,0.39390000000000003,0.707,0.17980000000000002,0.0024389338366103057,0.06179822485085837,3.847195071982159,0.06058970407513655,0.043055640139929276,2.574970438090085,0.9700450867766043,0.156016696846103,4.880372657645385,5.771626142728514,0.988138002720922,0.40035614342440307,0.3767208634426534,0.10626458748778374,0.6112556657333355,1.5723847574175476,1.5252841084553148,5.237979597194614
