Name,Broad Category Group,Global Category,Morningstar Institutional Category,Morningstar Category,Morningstar Rating Overall,Equity Style Box (Long),Inception Date,Fund Size Base Currency,Manager Tenure (Average),Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Management Fee,Annual Report Net Expense Ratio,Annual Report Gross Expense Ratio,Turnover Ratio %,Prospectus Objective,Tax Cost Ratio 1 Yr,Tax Cost Ratio 3 Yr,Tax Cost Ratio 5 Yr,Post-tax Return 1 Yr (Daily) Base Currency,Post-tax Return 3 Yr (Daily) Base Currency,Post-tax Return 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Beta 2009-06-01 to 2012-05-31 Base Currency,Correlation 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Morningstar Risk 2009-06-01 to 2012-05-31,R2 2009-06-01 to 2012-05-31 Base Currency,Residual Std Dev 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Std Dev 2009-06-01 to 2012-05-31 Base Currency,Tracking Error 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
Legg Mason ClearBridge Aggressive Gr FI,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,3,Large Growth,39202,5045888063,15.92,6.55645,17.762,19.146,0.4392,0.71,1.3,1.39,6,Aggressive Growth,0.34,0.11,0.07,,,,-0.336068809125619,-0.013795088323834139,1.1906368888451861,0.939966227400702,2.0572582359938067,1.7902148308812649,0.27156863866626446,14.053368173855809,4.568684832393057,88.35365086539082,7.032554372257387,0.870156349760134,20.31293801742353,7.575463227629933,14.171607471739502
JPMorgan Equity Index B,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,34348,1712156053,12.87,7.11024,11.1188,14.75459,-1.14061,0.25,1.2,1.44,7,Growth and Income,0.34,0.35,0.37,,,,-1.1719104675161534,-4.8627107525985105,0.9986610507633128,0.9999908319635766,-1.3446103203726523,-1.170072524280974,-18.713611274442258,14.053140383411549,2.7558591474445393,99.99816640112061,0.06957053979872868,0.8701421435264801,16.016446544625726,0.07185199588969912,13.489431738049662
JPMorgan Equity Index C,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,35738,1712156053,12.87,7.1582,11.14246,14.78003,-1.13038,0.25,1.2,1.44,7,Growth and Income,0.35,0.35,0.38,,,,-1.1736769446489896,-5.582078072449062,0.999261772247917,0.9999930300641401,-1.3379929262208776,-1.1643141041930094,-21.940509340462,14.052108734020136,2.778080450475139,99.99860601768601,0.06069627575427459,0.8700778043381049,16.026041778377973,0.060982765051556614,13.487944642926399
BlackRock Index Equity Inv B,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,35102,520800261,1.47,7.07219,11.11218,14.7725,-1.15129,0.01,1.24,1.44,6,Growth and Income,0.21,0.24,0.31,,,,-1.176732996690255,-4.901730297886166,1.0000782097965653,0.999990928695715,-1.3298740180378132,-1.1572490748322783,-19.46677377073295,14.049982489824739,2.7606544129688864,99.99818574737186,0.06930074393390497,0.8699452003478751,16.039170815836727,0.06831507026794516,13.485051712904358
Principal Capital Appreciation P,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,4,Large Blend,40448,1674291168,6.17,5.45841,,,,0.51,0.71,0.71,12.7,Growth,0.62,,,,,,-1.0700207263049117,-0.13819633384973745,1.013957968428513,0.9909446021096304,-1.0408277596567928,-0.9057226064915325,-0.4700441151021824,14.044043667063288,2.9278008334367325,98.19712044502137,2.235141617585685,0.8695748235129188,16.410376106762598,2.2143193079452304,13.58552628743181
Prudential Jennison Small Company R,Equity,US Equity Small Cap,Small Valuation-Sensitive Growth,US OE Small Growth,3,Small Growth,38117,2668475392,12.08,-0.91434,9.85977,16.53587,1.17896,0.67,1.36,1.36,44,Small Company,0,0,0.48,,,,-0.15302849552983222,-0.006111239308099994,1.1256207434951593,0.9301547787363476,1.3407479379157223,1.1667115002559125,0.18108860394262744,14.043820537983187,4.125458752573419,86.51879124060636,7.228570068490819,0.869560907986931,19.407962120327145,7.403822817809665,14.353616371568327
Wells Fargo Advantage Enterprise Adm,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,3,Mid Growth,37498,635687458,4.42,3.97092,11.84853,18.77288,1.04889,0.7,1.15,1.17,104,Growth,0,0,0,,,,-0.2781040902275347,-0.010413875555171336,1.2545508415935938,0.9354913032513773,2.9793874715536646,2.5926466328815456,0.34543324979264317,14.043619146163625,5.081016312486275,87.51439784589603,7.709112256285324,0.8695483481130786,21.50697414645788,8.625074376430563,14.184652606858403
Fidelity Advisor Asset Manager 60% C,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,3,Large Blend,39364,582460611,3,0.97438,7.01784,10.84954,,0.56,1.83,1.9,14,Asset Allocation,0.16,0.47,,,,,-0.6053462808611361,-0.06749741225197585,0.717205208240136,0.9762563418151422,-4.804215918396594,-4.1806023363492155,-0.9233281065962778,14.043610352694923,1.4638268642657373,95.30764449342838,2.5889647213688693,0.8695477997052145,11.784023709603083,5.203151386896122,13.959414070992855
Prudential Stock Index B,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,36482,679447944,10.58,7.15539,10.95928,14.63313,-1.22596,0.3,1.73,1.95,5,Growth and Income,0.04,0.19,0.32,,,,-1.1581632011154834,-0.5850957868077669,0.9861361696826,0.9993662975779302,-1.5084412105637703,-1.3126372661520613,-2.4913207670038187,14.043463389708238,2.6842695958260165,99.873299673462,0.5714156989384845,0.8695386343052605,15.825589353822016,0.6054785198848135,13.494626394053402
Baron Partners Retail,Equity,US Equity Mid Cap,Leveraged,US OE Mid-Cap Growth,2,Mid Growth,33634,898384550,9.17,-1.6354,8.881,17.51885,-1.49312,1,1.35,1.71,16.96,Growth,0,0,0.35,,,,-0.5803890150117503,-0.025199550908817942,1.2513597401778065,0.9505888846234516,2.6451483682457635,2.3017935988125293,0.3438261556003714,14.038470952452135,4.98702545130867,90.36192275696577,6.648685035384495,0.869227279145508,21.112083825005634,7.693272676207378,13.953724258268057
JPMorgan Market Expansion Index C,Equity,US Equity Mid Cap,SMID Core,US OE Mid-Cap Blend,3,Small Blend,36241,1140927749,9.96,0.10874,9.59558,16.99749,-0.07905,0.25,1.39,1.39,78,Growth,1.31,0.47,1.02,,,,-0.6325517074990428,-0.030226593550251462,1.1933273815819516,0.9548393178755241,1.820207469509704,1.5839345543428918,0.27115472306807986,14.037516824031558,4.4529513021380325,91.17181229609962,6.041102481392443,0.8691677745805882,20.04330344735273,6.712800164106666,13.941009081304253
Target Small Capitalization Value T,Equity,US Equity Small Cap,Small Core Value,US OE Small Value,4,Small Blend,33974,1059431415,6.4,-0.08364,8.89112,16.4582,1.60206,0.6,0.71,0.71,44,Small Company,0.9,0.54,0.83,,,,-0.6240199639735575,-0.03224839635048252,1.1240185159163814,0.9563731950106804,0.8837892617730603,0.769068567143405,0.1509788233574849,14.03590504603606,3.915440298308237,91.4649688134937,5.585984652759989,0.8690672554614626,18.849028651337267,5.8537299610584475,13.967536507231626
Goldman Sachs Growth Opportunities C,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,3,Mid Growth,36304,4006518039,4.75,5.90425,10.14497,16.96491,3.51995,0.95,2.11,2.16,71,Growth,1.13,0.43,1.1,,,,-0.5974151447979432,-0.03031440360942651,1.1233394516174164,0.9548065108004719,0.9129274171443704,0.7944244300961412,0.15354409370253713,14.035370151432028,3.8545510954248297,91.16554730669716,5.68900841842387,0.8690338965655274,18.867975479199668,5.945701948737904,14.001918822125178
T. Rowe Price Small-Cap Value Adv,Equity,US Equity Small Cap,Small Core,US OE Small Blend,4,Small Blend,36616,7038362374,20.83,4.30419,10.56795,17.08966,1.69676,0.65,1.08,1.08,5.5,Small Company,0.67,0.49,0.99,,,,-0.14128275573278426,-0.005438296137742161,1.1542718065168924,0.9286779944457226,1.741613970869139,1.5155429229883666,0.2234390598128216,14.034267528010831,4.348003702037694,86.24428173677295,7.499558224503071,0.8689651310560493,19.93295856943288,7.794581539718777,14.344623399341542
Russell LifePoints Bal Strat E,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,3,Large Blend,35689,4009114023,0.83,-0.59283,5.97645,10.99293,0.71221,0.2,0.55,0.71,9,Balanced,0.72,0.87,1.3,,,,-0.5144812702301702,-0.04937523274333746,0.7080398267411373,0.9675550963317265,-4.853320818999363,-4.223333151465159,-0.8758570358246859,14.0329381096561,1.4651026633710753,93.61628644374966,3.0079443007839606,0.8688822213983046,11.73817832592284,5.541224903707707,14.070761557225708
JHVIT Capital Appreciation Trust Ser II,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,37281,1045567239,11.5,10.29254,12.89602,15.86856,3.47058,0.7,0.98,0.99,52,Growth,0.01,0.01,0.03,,,,-0.5796864619562774,-0.03108914576617896,1.0688367000853904,0.9552787334150372,0.16546979474529877,0.14399090762313715,0.03053639069620646,14.032200811915164,3.5312933707842173,91.25574585150378,5.382620310206941,0.8688362395573443,17.943000825837647,5.418773829280849,14.016594104264687
Principal Capital Appreciation R-5,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,4,Large Blend,40238,1674291168,6.17,5.3938,10.26862,,,0.51,0.77,0.77,12.7,Growth,0.59,,,,,,-1.0837484571986096,-0.14004883155281228,1.0149459663684999,0.9909721075453954,-1.0420788778159107,-0.9068113226499919,-0.47052121129224417,14.032045213473792,2.9324694286681154,98.20257179329627,2.233872487759783,0.8688265356041276,16.425916047943836,2.21473305093714,13.57106877872596
Janus Balanced A,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,4,Large Growth,40000,8313211488,7.08,4.44045,7.66007,,,0.55,0.91,0.91,94,Balanced,0.93,,,,,,-0.438502017613398,-0.04263140273999766,0.6567410257442997,0.9634847450967944,-5.5171150689727675,-4.800963266229075,-0.8850496699606809,14.031109498283962,1.2310041212142186,92.83028540342349,2.9692813470545403,0.8687681793870202,10.932157116741765,6.233678465998264,14.159105279865718
Janus Balanced A Load Waived,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,5,Large Growth,40000,8313211488,7.08,4.44045,7.66007,,,0.55,0.91,0.91,94,Balanced,0.93,,,,,,-0.438502017613398,-0.04263140273999766,0.6567410257442997,0.9634847450967944,-5.5171150689727675,-4.800963266229075,-0.8850496699606809,14.031109498283962,1.2555453017598648,92.83028540342349,2.9692813470545403,0.8687681793870202,10.932157116741765,6.233678465998264,14.159105279865718
JHancock2 Retirement Living 2020 R6,Allocation,Target Date 2000-2020,Target Date 2016-2020 Moderate,US OE Target Date 2016-2020,3,Large Blend,40786,910197601,3.5,,,,,0.06,,,24,Growth and Income,,,,,,,-0.8242359361864358,-0.09532111257058944,0.8494883140829442,0.9840769519173833,-3.1257263970407614,-2.71998996302778,-0.9069718594709346,14.031075215271978,2.0514595735527728,96.8407447295008,2.4961565533584897,0.8687660413145466,13.84550612086016,3.446332280765686,13.761524206101214
American Century Select A,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,3,Large Growth,35650,1854251789,9.79,8.35656,13.98911,15.70731,2.65499,1,1.25,1.25,17,Growth,0.01,0.04,0.44,,,,-0.8086948215637237,-0.05290461628239032,1.0700385004103585,0.9693427407271298,-0.023285689820639277,-0.020263079537063966,-0.0051840212143640044,14.030437379015561,3.349641002114346,93.96253490003836,4.412660044918264,0.8687262624251335,17.7028860437325,4.4918199323950985,13.824450894617051
American Century Select A Load Waived,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,3,Large Growth,35650,1854251789,9.79,8.35656,13.98911,15.70731,2.65499,1,1.25,1.25,17,Growth,0.01,0.04,0.44,,,,-0.8086948215637237,-0.05290461628239032,1.0700385004103585,0.9693427407271298,-0.023285689820639277,-0.020263079537063966,-0.0051840212143640044,14.030437379015561,3.4164191250949827,93.96253490003836,4.412660044918264,0.8687262624251335,17.7028860437325,4.4918199323950985,13.824450894617051
MFS Research A Load Waived,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,4,Large Growth,26219,2368239109,4.08,6.65013,11.69276,15.24562,1.13389,0.43,0.89,0.9,69,Growth and Income,0.3,0.29,0.28,,,,-1.1833479251854024,-0.19138644777327865,1.0532269680552355,0.9946181925714976,-0.5984764999009684,-0.5207909669828426,-0.3060787167859072,14.027846776955577,3.126081621468101,98.92653489941928,1.7848866811095199,0.868564698588301,16.982733872251796,1.9553025646000228,13.498993403525077
MFS Research A,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,3,Large Growth,26219,2368239109,4.08,6.65013,11.69276,15.24562,1.13389,0.43,0.89,0.9,69,Growth and Income,0.3,0.29,0.28,,,,-1.1833479251854024,-0.19138644777327865,1.0532269680552355,0.9946181925714976,-0.5984764999009684,-0.5207909669828426,-0.3060787167859072,14.027846776955577,3.0649785028742595,98.92653489941928,1.7848866811095199,0.868564698588301,16.982733872251796,1.9553025646000228,13.498993403525077
MFS Research R3,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,4,Large Growth,38443,2368239109,4.08,6.63109,11.67542,15.2513,1.1443,0.43,0.89,0.9,69,Growth and Income,0.31,0.31,0.3,,,,-1.183392273088776,-0.19349412287769122,1.0518118062803885,0.9947194187899969,-0.6181440918559886,-0.5379055976060365,-0.32057195467894467,14.027718552927245,3.116417824910277,98.94667221179093,1.7655105934576636,0.8685567018502797,16.95820631129635,1.9282538064662105,13.498456869814321
Goldman Sachs Mid Cap Value IR,Equity,US Equity Mid Cap,Mid Core Value,US OE Mid-Cap Value,3,Mid Value,39416,7439240338,10.42,-2.02721,8.11785,16.50762,,0.69,0.91,0.91,77,Growth,0.31,0.34,,,,,-1.0032802349318652,-0.06947260483582522,1.1607104683476555,0.9764861117631642,1.0404142932070037,0.9053628102551947,0.21451427508991258,14.02703762185945,4.002391050276222,95.3525126466343,4.168867102934941,0.8685142353373285,19.064010872015864,4.850093509026005,13.660938812650574
Fidelity Asset Manager 70%,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,2,Large Growth,33602,2813951209,3,1.12311,8.40517,12.57647,0.88555,0.56,0.76,0.78,16,Asset Allocation,0.62,0.58,0.72,,,,-0.762885273026364,-0.07840534034411474,0.8396275056642009,0.9795059526002994,-3.2074788877684455,-2.791130531966357,-0.8488890251489789,14.026779485179427,2.0154042748436574,95.94319111794198,2.8088138882470672,0.8684981365496776,13.748952049700367,3.7784431094577258,13.825775630279967
Principal LifeTime 2025 R4,Allocation,Target Date 2021-2045,Target Date 2021-2025 Moderate,US OE Target Date 2021-2025,4,Large Blend,39507,862994089,3.7,2.11554,8.66086,13.13568,,0.03,0.42,0.42,12.7,Asset Allocation,0.76,0.78,,,,,-0.8425347964290486,-0.09668573964903926,0.861637345938768,0.9842764588309659,-2.9728683882547013,-2.5869737623583577,-0.8935413183638927,14.02646166655385,2.119087471377169,96.88001474088263,2.515560688089394,0.8684783156758513,14.040544442826894,3.327063144318982,13.744891701433094
Columbia Mid Cap Growth B,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,3,Mid Growth,37561,1967613196,5.5,-3.48936,10.81365,18.09228,1.78456,0.76,1.95,1.95,138,Growth,0.55,0.18,0.79,,,,-0.5380367147785341,-0.0237847757041743,1.20151871871182,0.9484727975380607,2.0055392505208722,1.7452092534520958,0.2784790175783138,14.022629166711685,4.576147392043239,89.9600647669675,6.530136041114126,0.8682393004335165,20.31657007382543,7.201760721368801,14.000214380887032
Principal SAM Conservative Growth R5,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,4,Large Blend,39098,2242382873,2.42,3.28056,9.04293,13.33304,0.64753,0.34,0.6,0.6,31.9,Growth,0.59,0.58,1.24,,,,-0.9527647906929371,-0.13829994383325722,0.8880454013013147,0.990658327314345,-2.7015841465267485,-2.350903703467011,-1.0164287829136311,14.022592429787299,2.2185495921482445,98.14039214772559,1.9887173961696163,0.8682370093219062,14.377186132963242,2.657917792117768,13.641640652397381
Victory Small Company Opportunity R,Equity,US Equity Small Cap,Small Core Value,US OE Small Value,4,Small Blend,30544,1003807349,9.83,2.81893,9.52201,17.24027,1.57299,0.81,1.6,1.6,44,Small Company,0.1,0.06,0.24,,,,-0.17224200775853937,-0.006703816137017388,1.1489158364874208,0.9294943289540164,1.6368484086601853,1.42437650549605,0.2128449279226354,14.020938455014477,4.295671491885454,86.39597075576772,7.416967255116134,0.868133858585462,19.82322386075772,7.690333167136333,14.320308137674132
Wells Fargo Advantage Spec Md Cp Val I,Equity,US Equity Mid Cap,All-Cap Core,US OE Mid-Cap Blend,4,Mid Value,38453,500141040,3.33,-0.42153,9.39655,16.733,1.04885,0.69,0.86,0.86,78,Growth,0.2,0.4,0.79,,,,-0.7382204537331312,-0.03966911907383433,1.1464308193121528,0.96093289333322,1.0857192227737826,0.9447869114222129,0.18745052159806203,14.017050393985455,4.020024424690117,92.33920254897534,5.372085234497149,0.8678913782495622,19.133051625880327,5.792030950448993,13.870614213257067
Fidelity Advisor Asset Manager 60% B,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,2,Large Blend,39364,582460611,3,1.00526,7.00286,10.8132,,0.56,1.84,1.95,14,Asset Allocation,0.06,0.42,,,,,-0.634608165040246,-0.0712719867439756,0.7205492572168681,0.976793637552428,-4.786585598211968,-4.1652605284441595,-0.929895279116032,14.015442096309224,1.4630254294658593,95.4125810362904,2.5703730992660376,0.8677910761818095,11.83243592896295,5.147445853002012,13.91909671050113
T. Rowe Price Growth & Income,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,3,Large Growth,30306,1104623029,5.25,5.1804,10.61534,14.28847,-0.07015,0.55,0.71,0.71,9,Growth and Income,0.43,0.39,0.5,,,,-1.1054850976626334,-0.18209298428946263,0.9783783199146168,0.993992895307414,-1.5790044648752897,-1.3740410229452493,-0.8962572978140386,14.012758642126178,2.7123305395193604,98.80218759216156,1.7525445068934564,0.8676237215886538,15.785855288223756,1.7617758524549407,13.529506592473567
JHVIT American Asset Allc Tr Ser II,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,2,Large Blend,39203,1587422619,4.13,5.18348,9.92305,12.16916,0.48373,0.3,0.77,0.77,2,Balanced,0.49,0.52,0.72,,,,-0.8373346472212138,-0.11587747951235354,0.8052313650515525,0.987558269281342,-3.7675767443625006,-3.278524614088041,-1.007637698119069,14.011626495156086,1.813857294586274,97.52713352259596,2.085976438257894,0.8675531148323434,13.076923716078932,3.7390192441145644,13.720781540872379
Hartford Stock HLS IA,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,3,Large Blend,28368,1786370342,0.17,7.23159,11.44798,16.17445,-0.93682,0.47,0.5,0.5,43,Growth,0.51,0.46,1.39,,,,-1.2019869126579534,-0.15103162843412044,1.0919621246233042,0.9917409764300269,-0.08907920449927609,-0.07751623506839778,-0.032965827178701126,14.01015690269858,3.415800954116621,98.35501643303832,2.2974243037052684,0.8674614631658515,17.65817019289627,2.702168036506277,13.486641026742932
Nationwide S&P 500 Index B,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,36524,2430087951,1.05,7.09083,11.13621,14.75543,-1.20679,0.12,1.2,1.21,4.12,Growth and Income,0.42,0.35,0.43,,,,-1.217425231415267,-2.387008313596642,1.0005675833313679,0.9999590980733638,-1.3688230268045452,-1.1911422885875544,-9.414378934714684,14.009446453583704,2.76623024251732,99.99181978196953,0.1472304853470603,0.867417155749191,16.047516924021163,0.14539706084669402,13.439529314468441
American Century Income & Growth Inv,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,3,Large Value,33224,1469797682,1.5,7.3666,11.54353,14.85898,-2.15223,0.68,0.69,0.69,42,Growth and Income,0.56,0.56,0.97,,,,-1.149897572733722,-0.20984797907009103,0.9983424218748536,0.995290661590497,-1.336118116028251,-1.1626826546485503,-0.8568653384541992,14.00913429523841,2.7925493187065378,99.06035010492492,1.5818443334556997,0.8673976878807969,16.08655481563905,1.5593093290932185,13.502243301201535
MFS Growth B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,31775,4523829080,10.17,8.15603,11.73297,15.13339,2.62109,0.66,1.84,1.96,80,Growth,0,0,0.24,,,,-0.8865234381993137,-0.06530400491843266,1.0388165477010118,0.9741528273145048,-0.5340130804829535,-0.4646952530504067,-0.13649603845620362,14.004447635499991,3.1612456684954253,94.89737309648434,3.9188603082352125,0.8671054026468108,17.1019934356567,3.91229728366291,13.748305555218144
