Company Name,Exchange:Ticker,Industry Classifications,Market Cap Class,Enterprise Value,Market Cap,Invested Capital,PE,PBV,EV/EBITDAR,EV/EBITDA,EV/EBIT,EV/Sales,EV/Invested Capital,ROE,ROIC,R&D/Sales,Operating Margin adjusted for R&D,Dividend Payout Rate,(Dividends + Buybacks)/ Net Income,Revenue Growth Rate (last 5 years),Expcted growth in EPS,Operating Margin,R&D Effect on Earnings,EBITDAR
iCo Therapeutics Inc. (TSXV:ICO),TSXV:ICO,Biotechnology (Primary),2,-1.38,3.55,-0.17999999999999972,NA,0.7473684210526316,NA,NA,NA,NA,NA,-0.17768421052631578,NA,NA,NA,NA,NA,NA,NA,NA,-1.7080000000000002,-1.1660000000000001
"Affymax, Inc. (OTCPK:AFFY)",OTCPK:AFFY,Biotechnology (Primary),2,3.84,3.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Boston Therapeutics, Inc. (OTCPK:BTHE)",OTCPK:BTHE,Pharmaceuticals (Primary),2,4.051,3.91,0.216,NA,52.13333333333334,NA,NA,NA,18.004444444444445,18.75462962962963,-43.86666666666667,NA,4.666666666666667,-10.691555555555556,NA,NA,NA,NA,-14.311111111111112,0.8144,-2.0999999999999996
Abattis Bioceuticals Corp. (OTCPK:ATTB.F),OTCPK:ATTB.F,Pharmaceuticals (Primary),2,2.9970000000000003,3.99,3.1570000000000005,NA,0.96144578313253,NA,NA,NA,44.73134328358209,0.9493189737092176,-0.6096385542168674,NA,1.4029850746268655,-39.8,NA,NA,NA,NA,-39.55223880597015,-0.016600000000000004,-2.426
"GeoVax Labs, Inc. (OTCPK:GOVX)",OTCPK:GOVX,Biotechnology (Primary),2,2.9,4,0.04999999999999982,NA,3.4782608695652177,NA,NA,NA,4.027777777777778,58.000000000000206,-2.4521739130434783,NA,0,-5.5384722222222225,NA,NA,-0.32899999999999996,NA,-3.9166666666666665,-1.1677,-2.77
"Quest PharmaTech, Inc. (TSXV:QPT)",TSXV:QPT,Biotechnology (Primary),2,5.3309999999999995,4.02,-1.629,NA,NA,NA,NA,NA,NA,NA,0.4897959183673469,NA,NA,NA,NA,NA,NA,NA,NA,0.16149999999999998,-0.8499999999999999
"AV Therapeutics, Inc. (OTCPK:AVTH)",OTCPK:AVTH,Biotechnology (Primary),2,3.813,4.09,-0.243,NA,120.29411764705881,NA,NA,NA,NA,NA,-22.823529411764707,NA,NA,NA,NA,NA,NA,NA,NA,0.4918,-1.0949999999999998
"Amarantus Bioscience Holdings, Inc (OTCPK:AMBS)",OTCPK:AMBS,Biotechnology (Primary),2,4.071000000000001,4.16,-4.159000000000001,NA,NA,NA,NA,NA,NA,NA,7.37100737100737,NA,NA,NA,NA,NA,NA,NA,NA,14.430499999999999,-11.5
Nutra Pharma Corporation (OTCPK:NPHC),OTCPK:NPHC,Biotechnology (Primary),2,5.8740000000000006,4.36,-2.0860000000000003,NA,NA,NA,NA,NA,9.178125000000001,NA,0.8722222222222222,NA,0,-4.2809375,NA,NA,-0.16899999999999998,NA,-4.09375,-0.11979999999999999,-2.61
Proteo Inc. (OTCPK:PTEO),OTCPK:PTEO,Pharmaceuticals (Primary),2,3.638,4.42,-1.021,15.785714285714285,NA,242.53333333333333,242.53333333333333,454.75,4.6821106821106815,NA,-1.1715481171548119,NA,0,-0.3025740025740026,0,0,NA,NA,0.010296010296010296,-0.2431,0.015
Network Life Sciences Inc. (DB:2NY1),DB:2NY1,Pharmaceuticals (Primary),2,4.4399999999999995,4.47,0.11199999999999999,NA,31.47887323943662,6.315789473684211,NA,NA,NA,39.642857142857146,-6.669014084507043,NA,NA,NA,NA,NA,NA,NA,NA,0.703,0.703
"Innovus Pharmaceuticals, Inc. (OTCPK:INNV)",OTCPK:INNV,Pharmaceuticals (Primary),2,5.569000000000001,4.74,0.40299999999999997,NA,NA,NA,NA,NA,4.928318584070798,13.818858560794048,10.96244131455399,NA,0.030088495575221245,-3.245840707964602,NA,NA,NA,NA,-3.2477876106194694,0.0022000000000000075,-3.2760000000000002
Kane Biotech Inc. (TSXV:KNE),TSXV:KNE,Biotechnology (Primary),2,4.2940000000000005,4.74,0.6940000000000001,NA,4.157894736842106,NA,NA,NA,47.711111111111116,6.187319884726225,-1.1403508771929827,NA,3.0222222222222226,-13.43222222222222,NA,NA,NA,NA,-12.000000000000002,-0.1288999999999999,-0.768
VG Life Sciences Inc. (OTCPK:VGLS),OTCPK:VGLS,Biotechnology (Primary),2,8.716,4.89,-0.6839999999999999,NA,NA,15.789855072463766,NA,NA,NA,NA,0.9645232815964523,NA,NA,NA,NA,NA,NA,NA,NA,-0.09199999999999997,0.552
Nascent Biotech Inc. (OTCPK:NBIO),OTCPK:NBIO,Biotechnology (Primary),2,4.922,4.97,-2.258,NA,NA,2.332701421800948,NA,NA,NA,NA,1.2307692307692308,NA,NA,NA,NA,NA,NA,NA,NA,1.976,2.11
Vodis Pharmaceuticals Inc. (DB:1JV),DB:1JV,Pharmaceuticals (Primary),2,4.869999999999999,5.21,0.137,NA,10.922431865828093,NA,NA,NA,NA,35.54744525547444,-3.50104821802935,NA,NA,NA,NA,NA,NA,NA,NA,0,0
CardioGenics Holdings Inc (OTCPK:CGNH),OTCPK:CGNH,Biotechnology (Primary),2,5.372000000000001,5.24,-1.0279999999999998,NA,NA,NA,NA,NA,NA,NA,2.5172413793103448,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.338
Lpath Inc. (NasdaqCM:LPTN),NasdaqCM:LPTN,Biotechnology (Primary),2,-11.71,5.59,-1.5,NA,0.3537974683544304,NA,NA,NA,-3.289325842696629,NA,-0.9493670886075949,NA,0,-6.157303370786518,NA,NA,-0.21,NA,-4.691011235955056,-5.220000000000001,-16.4
InMed Pharmaceuticals Inc. (DB:MWG2),DB:MWG2,Biotechnology (Primary),2,5.545999999999999,5.68,1.1360000000000001,NA,4.47244094488189,NA,NA,NA,NA,4.882042253521126,-2.7086614173228347,NA,NA,NA,NA,NA,NA,NA,NA,0.6343,-2.604
GelStat Corp. (OTCPK:GSAC),OTCPK:GSAC,Pharmaceuticals (Primary),2,5.76,5.84,5.6,NA,1.028169014084507,NA,NA,NA,3.4285714285714284,1.0285714285714287,-0.21478873239436622,NA,0,-0.7326785714285714,NA,NA,NA,NA,-0.7261904761904762,-0.010899999999999998,-1.11
Abba Medix Group Inc. (OTCPK:SARS.F),OTCPK:SARS.F,Pharmaceuticals (Primary),2,6.04,6.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
THC Biomed Intl Ltd. (DB:TFHD),DB:TFHD,Pharmaceuticals (Primary),2,6.04,6.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Poniard Pharmaceuticals, Inc. (OTCPK:PARD)",OTCPK:PARD,Biotechnology (Primary),2,6.12,6.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.604000000000001,0
Capstone Therapeutics Corp. (OTCPK:CAPS),OTCPK:CAPS,Biotechnology (Primary),2,4.01,6.17,0.94,NA,1.9903225806451612,NA,NA,NA,NA,4.26595744680851,-1.038709677419355,NA,NA,NA,NA,NA,NA,NA,NA,-7.888,-1.65
BriaCell Therapeutics Corp. (TSXV:BCT),TSXV:BCT,Biotechnology (Primary),2,6.351,6.35,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Covalon Technologies Ltd. (TSXV:COV),TSXV:COV,Biotechnology (Primary),2,3.2710000000000004,6.36,1.8510000000000004,NA,1.2874493927125505,NA,NA,NA,0.6091247672253259,1.7671528903295515,-0.16295546558704452,NA,0.07486033519553073,-0.18808193668528864,NA,NA,0.157,NA,-0.1398510242085661,-0.259,-0.33399999999999996
ProMIS Neurosciences Inc. (TSX:PMN),TSX:PMN,Biotechnology (Primary),2,6.438,6.46,-0.193,NA,NA,NA,NA,NA,47.68888888888888,NA,8.888888888888888,NA,0,-27.381481481481476,NA,NA,NA,NA,-10.518518518518517,-2.2764999999999995,-1.41
ULURU Inc. (OTCPK:ULUR),OTCPK:ULUR,Pharmaceuticals (Primary),2,5.92,6.47,2.2,NA,2.3527272727272726,NA,NA,NA,5.333333333333333,2.6909090909090905,-0.6654545454545455,NA,0.7405405405405404,-2.705315315315315,NA,NA,0.0591,NA,-2.513513513513513,-0.21289999999999998,-1.2679999999999998
"Pathfinder Cell Therapy, Inc. (OTCPK:PFND)",OTCPK:PFND,Biotechnology (Primary),2,11.554,6.6,-0.986,NA,NA,NA,NA,NA,NA,NA,0.18181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,-0.3238000000000001,-0.656
Generex Biotechnology Corp. (OTCPK:GNBT),OTCPK:GNBT,Pharmaceuticals (Primary),2,5.95,6.7,-9.04,NA,NA,NA,NA,NA,NA,NA,0.26417370325693607,NA,NA,NA,NA,NA,NA,NA,NA,-7.1,-1.9900000000000002
"Arno Therapeutics, Inc. (OTCPK:ARNI)",OTCPK:ARNI,Biotechnology (Primary),2,-1.2089999999999996,6.73,-8.5,NA,NA,NA,NA,NA,NA,NA,3.7611408199643486,NA,NA,NA,NA,NA,NA,NA,NA,4.885400000000001,-5.6
Polydex Pharmaceuticals Ltd. (OTCPK:POLX.F),OTCPK:POLX.F,Pharmaceuticals (Primary),2,7.742,6.78,4.132,5.7457627118644075,2.138801261829653,7.148661126500462,7.168518518518518,8.089864158829677,1.3055649241146712,1.873668925459826,0.37223974763406936,0.23160696999031946,0.0005059021922428331,0.15160202360876898,0,0,0.057,NA,0.16138279932546373,-0.057999999999999996,1.083
GeneNews Limited (TSX:GEN),TSX:GEN,Biotechnology (Primary),2,4.5,6.84,-0.17999999999999972,NA,3.1666666666666665,NA,NA,NA,1.6853932584269664,NA,-2.222222222222222,NA,0,-0.42595505617977536,NA,NA,0.331,NA,-0.4119850187265918,-0.0373,-1.1
"Signal Genetics, Inc. (NasdaqCM:SGNL)",NasdaqCM:SGNL,Biotechnology (Primary),2,1.96,7,0.9500000000000002,NA,1.1686143572621035,NA,NA,NA,0.5885885885885885,2.063157894736842,-1.5175292153589315,NA,0.12732732732732732,-2.6255855855855854,NA,NA,NA,NA,-2.72972972972973,0.3468,-8.506
Cannabics Pharmaceuticals Inc. (OTCPK:CNBX),OTCPK:CNBX,Pharmaceuticals (Primary),2,6.960999999999999,7.06,-0.059000000000000004,NA,176.5,NA,NA,NA,NA,NA,-12.625,NA,NA,NA,NA,NA,NA,NA,NA,0.084,-0.415
Diamedica Inc. (TSXV:DMA),TSXV:DMA,Biotechnology (Primary),2,6.925,7.13,-1.735,NA,NA,NA,NA,NA,NA,NA,1.5816993464052287,NA,NA,NA,NA,NA,NA,NA,NA,-1.7139000000000002,-0.7000000000000002
International Stem Cell Corporation (OTCPK:ISCO),OTCPK:ISCO,Biotechnology (Primary),2,6.22,7.33,-0.7890000000000001,NA,22.834890965732086,NA,NA,NA,0.8614958448753463,NA,-22.429906542056074,NA,0.6080332409972299,-0.778628808864266,NA,NA,0.41700000000000004,NA,-0.9847645429362881,1.4882999999999993,-2.25
"NanoLogix, Inc. (OTCPK:NNLX)",OTCPK:NNLX,Biotechnology (Primary),2,7.39,7.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16970000000000002,0
"Harvard Apparatus Regenerative Technology, Inc. (NasdaqCM:HART)",NasdaqCM:HART,Biotechnology (Primary),2,2.3600000000000003,7.63,1.2200000000000006,NA,1.1756548536209552,NA,NA,NA,19.66666666666667,1.934426229508196,-1.9414483821263482,NA,41,-60.833333333333336,NA,NA,NA,NA,-87.5,3.2,-5.18
"KaloBios Pharmaceuticals, Inc. (NasdaqGM:KBIO)",NasdaqGM:KBIO,Biotechnology (Primary),2,-21.990000000000002,7.71,-5.100000000000001,NA,0.31341463414634146,NA,NA,NA,NA,NA,-1.3577235772357723,NA,NA,NA,NA,NA,NA,NA,NA,4.584,-22.23
Advanced Proteome Therapeutics Corporation (TSXV:APC),TSXV:APC,Biotechnology (Primary),2,7.183,7.74,-0.963,NA,NA,NA,NA,NA,NA,NA,0.6182266009852216,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.28
"Marina Biotech, Inc. (OTCPK:MRNA)",OTCPK:MRNA,Biotechnology (Primary),2,5.93,7.75,-6.19,NA,NA,5.4907407407407405,NA,NA,6.588888888888889,NA,0.0004576659038901602,NA,1.2,-9.552333333333335,NA,NA,0.0676,NA,-5.133333333333334,-3.9771,1.08
Lexaria Corp. (OTCPK:LXRP),OTCPK:LXRP,Pharmaceuticals (Primary),2,7.864,7.79,1.794,NA,4.529069767441861,163.83333333333331,NA,NA,786.4,4.3835005574136,-2.627906976744186,NA,4.8,-230.67999999999998,NA,NA,NA,NA,-235,0.0432,0.048
Praxsyn Corporation (OTCPK:PXYN),OTCPK:PXYN,Pharmaceuticals (Primary),2,10.69,7.81,4.51,1.7790432801822325,4.791411042944786,0.35993265993265994,0.35993265993265994,0.35993265993265994,0.16196969696969696,2.3702882483370287,2.6932515337423313,6.585365853658537,0,0.45,0,0.11526195899772211,NA,NA,0.45,0,29.7
"OncoVista Innovative Therapies, Inc. (OTCPK:OVIT)",OTCPK:OVIT,Biotechnology (Primary),2,8.115,7.92,-5.465,NA,NA,NA,NA,NA,NA,NA,0.480565371024735,NA,NA,NA,NA,NA,NA,NA,NA,-1.0162000000000002,-2.654
bioMmune Technologies Inc. (TSXV:IMU),TSXV:IMU,Biotechnology (Primary),2,7.584,7.93,0.924,NA,6.244094488188976,NA,NA,NA,NA,8.207792207792208,-0.6937007874015748,NA,NA,NA,NA,NA,NA,NA,NA,0.2828,-0.37999999999999995
"Lixte Biotechnology Holdings, Inc. (OTCPK:LIXT)",OTCPK:LIXT,Biotechnology (Primary),2,7.712,7.97,0.008000000000000007,NA,29.96240601503759,5.469503546099291,NA,NA,NA,963.9999999999991,-9.62406015037594,NA,NA,NA,NA,NA,NA,NA,NA,0.7561999999999999,1.41
American Cryostem Corporation (OTCPK:CRYO),OTCPK:CRYO,Biotechnology (Primary),2,8.984,8.06,-0.19600000000000015,NA,NA,NA,NA,NA,36.225806451612904,NA,1.4464285714285714,NA,1.4919354838709677,-4.610887096774193,NA,NA,NA,NA,-5.604838709677419,0.2465,-0.9700000000000001
"Sun BioPharma, Inc. (OTCBB:SNBP)",OTCBB:SNBP,Biotechnology (Primary),2,9.56,8.41,-0.17000000000000015,NA,NA,NA,NA,NA,NA,NA,4.1893939393939394,NA,NA,NA,NA,NA,NA,NA,NA,2.664,-1.9200000000000004
"Venaxis, Inc. (NasdaqCM:APPY)",NasdaqCM:APPY,Biotechnology (Primary),2,-13.36,8.83,1.509999999999998,NA,0.3725738396624473,NA,NA,NA,-88.47682119205298,NA,-0.3848101265822785,NA,21.721854304635762,-68.65562913907286,NA,NA,-0.149,NA,-60.19867549668874,-1.2770000000000006,-5.550000000000001
Avivagen Inc. (TSXV:VIV),TSXV:VIV,Pharmaceuticals (Primary),2,11.088,9.01,-0.04200000000000037,NA,NA,NA,NA,NA,86.62499999999999,NA,0.7547169811320755,NA,3.3046875,-14.83828125,NA,NA,-0.23199999999999998,NA,-12.5,-0.29929999999999995,-1.167
"Endonovo Therapeutics, Inc. (OTCPK:ENDV)",OTCPK:ENDV,Biotechnology (Primary),2,10.539,9.12,-3.2710000000000004,NA,NA,NA,NA,NA,NA,NA,0.24946695095948823,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.71
"FluoroPharma Medical, Inc. (OTCPK:FPMI)",OTCPK:FPMI,Biotechnology (Primary),2,11.048,9.22,-2.9719999999999995,NA,NA,NA,NA,NA,NA,NA,0.6062500000000001,NA,NA,NA,NA,NA,NA,NA,NA,0.7908,-2.8
"Platinum Parimutuel Holdings, Inc. (OTCPK:PPMH)",OTCPK:PPMH,Pharmaceuticals (Primary),2,9.26,9.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Restorgenex Corporation (OTCPK:RESX),OTCPK:RESX,Biotechnology (Primary),2,-12.219999999999999,9.68,16.300000000000004,NA,0.2534031413612565,NA,NA,NA,NA,NA,-0.41884816753926696,NA,NA,NA,NA,NA,NA,NA,NA,4.7697,-6.41
"Rock Creek Pharmaceuticals, Inc. (NasdaqCM:RCPI)",NasdaqCM:RCPI,Pharmaceuticals (Primary),2,9.755,9.8,-10.845,NA,NA,NA,NA,NA,NA,NA,1.5925925925925923,NA,NA,NA,NA,NA,NA,NA,NA,1.1356999999999997,-12.97
"Emerald Health Therapeutics, Inc. (TSXV:EMH)",TSXV:EMH,Pharmaceuticals (Primary),2,8.386999999999999,9.85,0.18699999999999983,NA,5.96969696969697,NA,NA,NA,NA,44.850267379679174,-2.139393939393939,NA,NA,NA,NA,NA,NA,NA,NA,0.007,-2.883
"OXIS International, Inc. (OTCPK:OXIS)",OTCPK:OXIS,Pharmaceuticals (Primary),3,12.604999999999999,10.1,-27.095000000000002,NA,NA,NA,NA,NA,200.07936507936506,NA,0.5574324324324325,NA,3.9682539682539684,-85.02380952380952,NA,NA,0.371,NA,-86.19047619047619,0.07350000000000001,-5.16
"Cortex Pharmaceuticals, Inc. (OTCPK:CORX)",OTCPK:CORX,Pharmaceuticals (Primary),3,10.714,10.3,-1.7860000000000003,NA,NA,NA,NA,NA,71.90604026845638,NA,1.5318181818181817,NA,0,-22.21476510067114,NA,NA,NA,NA,-22.21476510067114,0,-3.31
Antibe Therapeutics Inc. (TSXV:ATE),TSXV:ATE,Pharmaceuticals (Primary),3,10.067,10.4,-0.067,NA,39.097744360902254,8.67844827586207,NA,NA,NA,NA,-9.586466165413533,NA,NA,NA,NA,NA,NA,NA,NA,0.8422999999999999,1.16
"Burzynski Research Institute, Inc. (OTCPK:BZYR)",OTCPK:BZYR,Biotechnology (Primary),3,10.498,10.5,-0.14,NA,NA,NA,NA,NA,NA,NA,17.82608695652174,NA,NA,NA,NA,NA,NA,NA,NA,-2.456000000000001,-0.18000000000000016
"Diadexus, Inc. (OTCPK:DDXS)",OTCPK:DDXS,Biotechnology (Primary),3,10.399999999999997,10.6,0.645999999999999,NA,12.529550827423169,2.2559652928416476,NA,NA,0.5123152709359604,16.09907120743036,-9.408983451536644,NA,0.2270935960591133,-0.243103448275862,NA,NA,0.11800000000000001,0.15,-0.30443349753694576,1.2450000000000006,4.61
"Panther Biotechnology, Inc. (OTCPK:PBYA)",OTCPK:PBYA,Biotechnology (Primary),3,10.555,10.6,-0.0050000000000000044,NA,265,NA,NA,NA,28.22192513368984,NA,-4.15,NA,0,-0.4679144385026738,NA,NA,NA,NA,-0.4679144385026738,0,-0.172
"PD-Rx Pharmaceuticals, Inc. (OTCPK:PDRX)",OTCPK:PDRX,Pharmaceuticals (Primary),3,4.4399999999999995,10.6,4.039999999999999,NA,1.0392156862745099,NA,NA,NA,NA,1.099009900990099,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"BioRestorative Therapies, Inc. (OTCPK:BRTX)",OTCPK:BRTX,Biotechnology (Primary),3,16.948,11.3,-1.2419999999999995,NA,NA,NA,NA,NA,29.577661431064577,NA,0.8374455732946299,NA,2.5828970331588135,-6.872774869109948,NA,NA,NA,NA,-8.795811518324609,1.1019,-3.4200000000000004
"Plandaí Biotechnology, Inc. (OTCPK:PLPL)",OTCPK:PLPL,Biotechnology (Primary),3,24.643,11.8,9.303,NA,NA,NA,NA,NA,311.9367088607595,2.6489304525421904,4.604519774011299,NA,-1.0506329113924051,-149.1518987341772,NA,NA,NA,NA,-148.1012658227848,-0.083,-11.583
"VistaGen Therapeutics, Inc. (OTCPK:VSTA)",OTCPK:VSTA,Biotechnology (Primary),3,26.130000000000003,11.9,-6.27,NA,NA,NA,NA,NA,NA,NA,1.897560975609756,NA,NA,NA,NA,NA,NA,NA,NA,1.962,-5.16
Nemus Bioscience Inc. (OTCPK:NMUS),OTCPK:NMUS,Pharmaceuticals (Primary),3,12.093,12.3,-0.661,NA,NA,48.959514170040485,NA,NA,NA,NA,12.180616740088105,NA,NA,NA,NA,NA,NA,NA,NA,0.2303,0.247
"Sevion Therapeutics, Inc. (OTCBB:SVON)",OTCBB:SVON,Biotechnology (Primary),3,8.96,12.3,8.86,NA,1.0081967213114755,NA,NA,NA,119.46666666666668,1.0112866817155757,-1.4836065573770494,NA,55.866666666666674,-79.41333333333333,NA,NA,-0.11699999999999999,NA,-101.60000000000001,1.6640000000000006,-3.25
Lightlake Therapeutics Inc. (OTCPK:LLTP),OTCPK:LLTP,Biotechnology (Primary),3,12.096000000000002,12.4,-8.693999999999999,NA,NA,NA,NA,NA,7.803870967741936,NA,0.8390941597139451,NA,1.5612903225806452,-3.0514838709677425,NA,NA,NA,NA,-4.451612903225807,2.1702,-4.48
"Nuo Therapeutics, Inc. (OTCPK:NUOT)",OTCPK:NUOT,Biotechnology (Primary),3,-4.3740000000000006,12.6,-1.4740000000000002,9.618320610687022,0.8129032258064516,NA,NA,NA,-0.3870796460176991,NA,0.08451612903225807,NA,0.1070796460176991,-1.4358318584070795,0,0,0.377,NA,-1.4336283185840706,-0.024900000000000144,-14.39
"Sophiris Bio, Inc. (NasdaqCM:SPHS)",NasdaqCM:SPHS,Biotechnology (Primary),3,-3.759999999999998,13,-2.0599999999999987,NA,0.8843537414965987,NA,NA,NA,NA,NA,-1.4625850340136055,NA,NA,NA,NA,NA,NA,NA,NA,8.216999999999999,-4.400000000000002
Pediapharm Inc. (TSXV:PDP),TSXV:PDP,Pharmaceuticals (Primary),3,10.46,13,1.0099999999999998,NA,3.6619718309859155,NA,NA,NA,4.669642857142857,10.35643564356436,-1.304225352112676,NA,0,-2,NA,NA,NA,NA,-2,0,-4.38
Revive Therapeutics Ltd. (TSXV:RVV),TSXV:RVV,Pharmaceuticals (Primary),3,11.3,13.3,-0.1100000000000001,NA,7.037037037037038,NA,NA,NA,NA,NA,-0.8624338624338624,NA,NA,NA,NA,NA,NA,NA,NA,0.5573,-1.0110000000000001
AVAX Technologies Inc. (OTCPK:AVXT),OTCPK:AVXT,Biotechnology (Primary),3,13.5,13.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9989999999999999,0
Epicore BioNetworks Inc. (TSXV:EBN),TSXV:EBN,Biotechnology (Primary),3,11.685,13.5,6.345000000000001,10.887096774193548,1.6544117647058822,4.012706043956044,5.564285714285714,5.813432835820897,1.2033985581874356,1.8416075650118202,0.15196078431372548,0.3167848699763593,0.08362512873326468,0.27069001029866113,0,0,0.204,NA,0.20700308959835217,0.6184000000000001,2.912
"Genspera, Inc. (OTCPK:GNSZ)",OTCPK:GNSZ,Biotechnology (Primary),3,11.785,14,-2.118,NA,144.3298969072165,NA,NA,NA,NA,NA,-70.30927835051547,NA,NA,NA,NA,NA,NA,NA,NA,1.0474999999999999,-3.7199999999999998
BioNeutra Global Corporation (CNSX:BGA),CNSX:BGA,Biotechnology (Primary),3,12.449,14,7.639,11.666666666666668,1.5233949945593037,3.497892666479348,3.6507331378299117,4.149666666666667,0.7929299363057325,1.6296635685299121,0.1305767138193689,0.3927215604136667,0.00949044585987261,0.19997452229299365,0.4391666666666667,0.4391666666666667,NA,NA,0.1910828025477707,0.1396,3.559
GlobeImmune Inc. (NasdaqCM:GBIM),NasdaqCM:GBIM,Biotechnology (Primary),3,-2.700000000000001,14.1,-11.200000000000001,NA,2.517857142857143,NA,NA,NA,-0.5113636363636366,NA,-1.9642857142857144,NA,0.3768939393939394,-1.5352272727272727,NA,NA,NA,NA,-1.1628787878787878,-1.9660000000000004,-3.8499999999999996
Vanc Pharmaceuticals Inc. (TSXV:NPH),TSXV:NPH,Pharmaceuticals (Primary),3,12.02,14.2,0.5099999999999998,NA,5.278810408921933,NA,NA,NA,138.16091954022988,23.5686274509804,-0.7174721189591078,NA,0.2873563218390805,-17.79655172413793,NA,NA,-0.397,NA,-17.24137931034483,-0.0483,-1.465
Fennec Pharmaceuticals Inc. (OTCPK:FENC.F),OTCPK:FENC.F,Biotechnology (Primary),3,12.389999999999999,14.7,-1.697,8.305084745762711,23.98042414355628,35.4,NA,NA,NA,NA,2.8874388254486134,NA,NA,NA,0,0,NA,NA,NA,-5.0842,0.35
Algae Dynamics Corp. (OTCPK:ADYN.F),OTCPK:ADYN.F,Pharmaceuticals (Primary),3,14.697999999999999,14.7,-0.596,NA,NA,NA,NA,NA,NA,NA,1.260942760942761,NA,NA,NA,NA,NA,NA,NA,NA,0.0303,-0.698
"Nanosphere, Inc. (NasdaqCM:NSPH)",NasdaqCM:NSPH,Biotechnology (Primary),3,3.5199999999999996,14.8,15.419999999999995,NA,0.5543071161048689,NA,NA,NA,0.19887005649717512,0.22827496757457852,-1.3183520599250937,NA,0,-2.3960451977401127,NA,NA,0.435,NA,-1.8587570621468927,-9.51,-31.2
"Enumeral Biomedical Holdings, Inc. (OTCBB:ENUM)",OTCBB:ENUM,Biotechnology (Primary),3,1.5,15,-15.18,NA,NA,NA,NA,NA,1.9505851755526658,NA,2.0952380952380953,NA,0,-12.197659297789338,NA,NA,NA,NA,-12.197659297789338,0,-8.94
Aequus Pharmaceuticals Inc. (TSXV:AQS),TSXV:AQS,Pharmaceuticals (Primary),3,12.31,15.4,-0.5699999999999998,NA,6.111111111111112,NA,NA,NA,NA,NA,-1.2896825396825398,NA,NA,NA,NA,NA,NA,NA,NA,1.2043,-1.5000000000000002
"AXIM Biotechnologies, Inc. (OTCPK:AXIM)",OTCPK:AXIM,Biotechnology (Primary),3,16.148999999999997,15.7,-0.1319999999999999,NA,NA,43.17914438502673,NA,NA,1345.7499999999998,NA,4.475043029259897,NA,31.166666666666664,-177.16666666666666,NA,NA,NA,NA,-208.33333333333334,0.374,0.374
Supreme Pharmaceuticals Inc. (OTCPK:SPRW.F),OTCPK:SPRW.F,Pharmaceuticals (Primary),3,18.04,15.8,11.969999999999999,NA,1.6238437821171634,NA,NA,NA,NA,1.5071010860484546,-0.5200411099691674,NA,NA,NA,NA,NA,NA,NA,NA,0,-4.7
Regen BioPharma Inc. (OTCBB:RGBP),OTCBB:RGBP,Biotechnology (Primary),3,16.126,16,-0.0040000000000000036,NA,NA,156.56310679611653,NA,NA,NA,NA,83.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,0.1001,0.103
"Cellectar Biosciences, Inc. (NasdaqCM:CLRB)",NasdaqCM:CLRB,Biotechnology (Primary),3,7.343000000000002,16.3,-2.2569999999999997,NA,2.4328358208955225,NA,NA,NA,NA,NA,-1.135820895522388,NA,NA,NA,NA,NA,NA,NA,NA,3.0130000000000003,-3.0600000000000005
"NovaBay Pharmaceuticals, Inc. (AMEX:NBY)",AMEX:NBY,Pharmaceuticals (Primary),3,10.870000000000001,16.3,-3.5799999999999996,NA,8.81081081081081,NA,NA,NA,4.963470319634704,NA,-9.837837837837837,NA,-0.8584474885844748,-9.30593607305936,NA,NA,-0.32299999999999995,NA,-8.447488584474886,-1.88,-20.279999999999998
ProtoKinetix Inc. (OTCPK:PKTX),OTCPK:PKTX,Biotechnology (Primary),3,16.624,16.4,-0.204,NA,NA,227.72602739726028,NA,NA,NA,NA,1.322429906542056,NA,NA,NA,NA,NA,NA,NA,NA,-0.18079999999999996,0.073
"DARA BioSciences, Inc (NasdaqCM:DARA)",NasdaqCM:DARA,Biotechnology (Primary),3,4.830000000000002,16.8,1.9299999999999997,NA,1.20863309352518,NA,NA,NA,1.6317567567567575,2.502590673575131,-0.6906474820143884,NA,0.17905405405405406,-4.055945945945946,NA,NA,NA,NA,-3.27027027027027,-2.3255999999999997,-8.49
